厂商id,年,月份,厂商名称,品牌id,子品牌id,子品牌名称,销量,页码,dt
337,2020,8,金康赛力斯,337,3202,赛力斯SF5,30,8,20230112
432,2020,8,大运汽车,432,4080,远志M1,24,8,20230112
241,2020,8,之诺,241,2796,之诺60H混动,24,8,20230112
217,2020,8,DS汽车,217,3061,DS 7,19,8,20230112
311,2020,8,北汽新能源,311,4046,ARCFOX极狐αT,21,8,20230112
229,2020,8,迈凯伦,229,2793,迈凯伦720S,13,8,20230112
332,2020,8,云雀汽车,332,3153,全界Q1,19,8,20230112
218,2020,8,GMC,218,1168,SAVANA,19,8,20230112
234,2020,8,Audi Sport,234,1453,奥迪RS 5,9,8,20230112
88,2020,8,一汽海马,88,3142,海马7X,15,8,20230112
339,2020,8,广汽三菱,339,3253,祺智EV,18,8,20230112
18,2020,8,铃木（进口）,18,2558,英格尼斯,8,8,20230112
215,2020,8,东风裕隆,215,3741,纳智捷URX,7,8,20230112
455,2020,8,速达,455,4166,速达SD01,9,8,20230112
258,2020,8,潍柴英致汽车,258,2298,英致737,9,8,20230112
185,2020,8,一汽吉林,185,3912,森雅R8,11,8,20230112
16,2020,8,凯迪拉克（进口）,16,210,凯雷德,10,9,20230112
315,2020,8,领途汽车,315,2973,领途E行,10,9,20230112
82,2020,8,华晨雷诺,82,3286,观境,8,9,20230112
246,2020,8,福汽新龙马,246,2303,启腾EX80,9,9,20230112
100,2020,8,郑州日产,100,764,NV200,7,9,20230112
369,2020,8,北汽新能源,369,2928,LITE,7,9,20230112
328,2020,8,新特汽车,328,3110,SITECH DEV 1,5,9,20230112
216,2020,8,北汽威旺,216,1775,北汽威旺M20,3,9,20230112
437,2020,8,开沃汽车,437,4035,开沃D07,4,9,20230112
149,2020,8,福迪,149,2078,揽福,4,9,20230112
228,2020,8,东风·郑州日产,228,1087,帅客EV,4,9,20230112
403,2020,8,SRM鑫源新能源,403,3845,海狮EV,4,9,20230112
420,2020,8,瓦滋,420,3970,UAZ Hunter,4,9,20230112
170,2020,8,力帆汽车,170,2488,迈威,2,9,20230112
108,2020,8,道奇（进口）,108,2035,Challenger,3,9,20230112
329,2020,8,江淮大众,329,3129,思皓E20X,2,9,20230112
43,2020,8,雷诺,43,1322,雷诺卡缤,2,9,20230112
15,2020,8,别克（进口）,15,530,昂科雷,2,9,20230112
201,2020,8,九龙汽车,201,2039,艾菲,2,9,20230112
408,2020,8,野马新能源,408,3293,野马EC60,1,9,20230112
40,2020,9,上汽大众,40,549,朗逸,48620,1,20230112
30,2020,9,一汽-大众,30,573,宝来,34020,1,20230112
94,2020,9,东风日产,94,428,轩逸,56594,1,20230112
135,2020,9,东风本田,135,145,CR-V,28787,1,20230112
198,2020,9,吉利汽车,198,2325,吉利博越,15088,1,20230112
55,2020,9,长安,55,3392,长安CS75 PLUS,23688,1,20230112
58,2020,9,上汽通用别克,58,814,英朗,29890,1,20230112
76,2020,9,一汽丰田,76,492,卡罗拉,38002,1,20230112
75,2020,9,广汽本田,75,86,雅阁,21365,1,20230112
175,2020,9,广汽丰田,175,1972,雷凌,25363,1,20230112
69,2020,9,一汽-大众奥迪,69,10,奥迪A6L,19738,1,20230112
230,2020,9,长城汽车,230,776,哈弗H6,36031,1,20230112
120,2020,9,华晨宝马,120,119,宝马3系,16625,1,20230112
164,2020,9,北京奔驰,164,2326,奔驰GLC级,15896,1,20230112
127,2020,9,上汽通用五菱,127,841,五菱宏光,16992,1,20230112
101,2020,9,北京现代,101,2343,领动,8292,1,20230112
89,2020,9,比亚迪,89,3449,比亚迪宋Pro,8130,1,20230112
182,2020,9,上汽集团,182,3248,荣威i5,11454,1,20230112
406,2020,9,上汽通用五菱,406,2641,宝骏510,5482,1,20230112
157,2020,9,上汽通用凯迪拉克,157,2487,XT5,6612,1,20230112
206,2020,9,广汽乘用车,206,2136,传祺GS4,12023,2,20230112
153,2020,9,上海通用雪佛兰,153,3322,科鲁泽,11027,2,20230112
74,2020,9,奇瑞,74,3074,瑞虎8,9297,2,20230112
7,2020,9,红旗,7,3442,红旗HS5,10523,2,20230112
54,2020,9,起亚,54,859,智跑,6438,2,20230112
24,2020,9,雷克萨斯,24,425,雷克萨斯ES,10066,2,20230112
189,2020,9,长安马自达,189,1847,昂克赛拉,8841,2,20230112
144,2020,9,长安福特,144,4064,探险者,3618,2,20230112
296,2020,9,领克,296,2863,领克03,6318,2,20230112
244,2020,9,沃尔沃亚太,244,2079,沃尔沃XC60,6382,2,20230112
1,2020,9,宝马（进口）,1,411,宝马X5（进口）,4810,2,20230112
183,2020,9,上汽大众斯柯达,183,3072,柯米克,2827,2,20230112
354,2020,9,一汽-大众捷达,354,3386,捷达VS5,6626,2,20230112
8,2020,9,奔驰（进口）,8,2180,奔驰GLE级,3112,2,20230112
223,2020,9,长安汽车,223,3450,长安欧尚X7,7647,2,20230112
388,2020,9,特斯拉中国,388,3654,Model 3,10881,2,20230112
184,2020,9,上汽名爵,184,660,名爵6,5687,2,20230112
68,2020,9,保时捷,68,372,卡宴,3346,2,20230112
279,2020,9,东风小康,279,2453,风光580,2824,2,20230112
231,2020,9,北京汽车,231,3963,北京X7,2560,2,20230112
318,2020,9,埃安,318,3297,AION S,6055,3,20230112
61,2020,9,东风风行,61,46,菱智,3848,3,20230112
302,2020,9,长城汽车,302,3200,魏牌VV6,3336,3,20230112
207,2020,9,东风日产启辰,207,2888,启辰D60,3085,3,20230112
226,2020,9,广汽三菱,226,2624,欧蓝德,5230,3,20230112
327,2020,9,奇瑞汽车,327,3102,捷途X70,2671,3,20230112
340,2020,9,长城汽车,340,3346,欧拉黑猫,5171,3,20230112
177,2020,9,一汽奔腾,177,3145,奔腾T77,2513,3,20230112
2,2020,9,奥迪（进口）,2,237,奥迪A8,1717,3,20230112
90,2020,9,江淮汽车,90,3629,嘉悦A5,2415,3,20230112
385,2020,9,长安林肯,385,3591,冒险家,4268,3,20230112
194,2020,9,东风风神,194,3429,奕炫,1974,3,20230112
22,2020,9,丰田（进口）,22,862,埃尔法,2028,3,20230112
292,2020,9,蔚来汽车,292,3338,蔚来ES6,3271,3,20230112
65,2020,9,路虎（进口）,65,216,揽胜,1369,3,20230112
219,2020,9,上汽大通MAXUS,219,3317,上汽MAXUS G50,2299,3,20230112
276,2020,9,广汽菲亚特克莱斯勒,276,2706,指南者,2123,3,20230112
253,2020,9,江铃福特,253,3328,领界,3620,3,20230112
344,2020,9,理想汽车,344,3274,理想ONE,3830,3,20230112
270,2020,9,奇瑞捷豹路虎,270,3909,发现运动版,2636,3,20230112
308,2020,9,长安凯程,308,1282,欧诺S,1603,4,20230112
93,2020,9,MINI,93,403,MINI,2431,4,20230112
320,2020,9,小鹏汽车,320,3418,小鹏汽车P7,2582,4,20230112
358,2020,9,奇瑞新能源,358,2645,小蚂蚁,3161,4,20230112
286,2020,9,华晨鑫源,286,1785,金杯小海狮X30,2508,4,20230112
259,2020,9,北汽新能源,259,2337,北汽新能源EU,1247,4,20230112
211,2020,9,北京越野,211,905,北京BJ40,2043,4,20230112
227,2020,9,观致,227,1607,观致3,1486,4,20230112
44,2020,9,斯巴鲁,44,229,森林人,1555,4,20230112
232,2020,9,特斯拉,232,1862,特斯拉Model X,1977,4,20230112
204,2020,9,福建奔驰,204,828,奔驰威霆,1117,4,20230112
269,2020,9,东风英菲尼迪,269,2149,英菲尼迪QX50,1383,4,20230112
134,2020,9,东风标致,134,721,标致408,639,4,20230112
285,2020,9,奇瑞捷豹,285,2953,捷豹XEL,1293,4,20230112
530,2020,9,瑞风汽车,530,1994,瑞风M3,1235,4,20230112
35,2020,9,沃尔沃（进口）,35,238,沃尔沃XC90,1726,4,20230112
4,2020,9,大众（进口）,4,356,途锐,1448,4,20230112
36,2020,9,林肯,36,3106,林肯航海家,704,4,20230112
357,2020,9,星途,357,3532,星途追风,1127,4,20230112
57,2020,9,东风雪铁龙,57,2818,天逸 C5 AIRCROSS,758,4,20230112
300,2020,9,威马,300,2976,威马EX5,1649,5,20230112
338,2020,9,合众汽车,338,3204,哪吒N01,1225,5,20230112
264,2020,9,凯翼,264,3899,炫界,902,5,20230112
20,2020,9,三菱（进口）,20,509,帕杰罗（进口）,1456,5,20230112
202,2020,9,AMG,202,1602,AMG G,300,5,20230112
143,2020,9,长安铃木,143,1983,启悦,1413,5,20230112
373,2020,9,几何汽车,373,3945,几何C,866,5,20230112
200,2020,9,东风小康,200,804,小康K01,727,5,20230112
53,2020,9,东南,53,3581,东南DX5,709,5,20230112
91,2020,9,Jeep,91,502,牧马人,858,5,20230112
398,2020,9,中国重汽VGV,398,3802,VGV U70,1190,5,20230112
283,2020,9,广汽讴歌,283,3149,讴歌RDX,584,5,20230112
335,2020,9,零跑汽车,335,3892,零跑T03,823,5,20230112
63,2020,9,日产（进口）,63,277,途乐,869,5,20230112
290,2020,9,SWM斯威汽车,290,3651,SWM斯威G05,476,5,20230112
331,2020,9,广汽丰田,331,3580,广汽丰田iA5,747,5,20230112
271,2020,9,华颂,271,2108,华颂7,726,5,20230112
59,2020,9,玛莎拉蒂,59,1182,Levante,313,5,20230112
399,2020,9,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,539,5,20230112
274,2020,9,宝沃,274,2463,宝沃BX5,446,5,20230112
79,2020,9,中华,79,2168,中华V3,227,6,20230112
395,2020,9,东风本田,395,3493,东风本田X-NV,466,6,20230112
70,2020,9,捷豹,70,1798,捷豹F-PACE,395,6,20230112
203,2020,9,野马汽车,203,3382,博骏,336,6,20230112
214,2020,9,海马汽车,214,3091,海马8S,337,6,20230112
163,2020,9,昌河铃木,163,1656,北斗星X5,289,6,20230112
367,2020,9,国机智骏,367,3467,国机智骏GC1,251,6,20230112
50,2020,9,北汽昌河,50,2077,昌河M50,218,6,20230112
307,2020,9,长安跨越,307,2871,长安V3,334,6,20230112
97,2020,9,英菲尼迪(进口),97,1787,QX60（进口）,168,6,20230112
225,2020,9,腾势,225,3628,腾势X PHEV,283,6,20230112
25,2020,9,福特（进口）,25,657,Mustang,307,6,20230112
235,2020,9,宝马M,235,1824,宝马M2,111,6,20230112
110,2020,9,北汽制造,110,27,战旗,122,6,20230112
309,2020,9,瑞驰新能源,309,3922,瑞驰S513,241,6,20230112
434,2020,9,睿蓝汽车,434,4015,枫叶30X,230,6,20230112
326,2020,9,爱驰,326,3101,爱驰U5,238,6,20230112
64,2020,9,宾利,64,1402,添越,116,6,20230112
280,2020,9,汉腾汽车,280,2693,汉腾X5,90,6,20230112
277,2020,9,东风雷诺,277,2534,科雷傲,99,6,20230112
169,2020,9,众泰,169,2335,众泰T700,43,7,20230112
278,2020,9,东风汽车,278,3222,俊风E11K,82,7,20230112
262,2020,9,江西五十铃,262,2119,五十铃mu-X牧游侠,130,7,20230112
42,2020,9,阿尔法-罗密欧,42,2654,Giulia,77,7,20230112
289,2020,9,驭胜,289,865,驭胜S350,118,7,20230112
41,2020,9,劳斯莱斯,41,2447,库里南,83,7,20230112
80,2020,9,猎豹汽车,80,3107,猎豹迈途,46,7,20230112
295,2020,9,江铃集团新能源,295,3358,易至EV3,102,7,20230112
312,2020,9,君马汽车,312,2931,君马MEET3（美图3）,85,7,20230112
303,2020,9,云度,303,2849,云度π1,78,7,20230112
458,2020,9,江汽集团,458,4034,思皓X8,84,7,20230112
461,2020,9,上汽集团,461,4104,飞凡ER6,76,7,20230112
337,2020,9,金康赛力斯,337,3202,赛力斯SF5,76,7,20230112
66,2020,9,兰博基尼,66,1385,Urus,71,7,20230112
210,2020,9,广汽本田,210,3240,广汽本田VE-1,68,7,20230112
384,2020,9,合创,384,3822,合创007,64,7,20230112
186,2020,9,福田汽车,186,3537,风景G5,49,7,20230112
87,2020,9,陆风汽车,87,3398,陆风荣曜,54,7,20230112
325,2020,9,Polestar,325,3363,Polestar 2,55,7,20230112
390,2020,9,汉龙汽车,390,3664,旷世,54,7,20230112
9,2020,9,克莱斯勒（进口）,9,3082,大捷龙混动,46,8,20230112
193,2020,9,开瑞汽车,193,2669,开瑞K60,45,8,20230112
342,2020,9,大乘汽车,342,3236,大乘G60s,29,8,20230112
439,2020,9,吉麦新能源,439,4040,凌宝BOX,41,8,20230112
29,2020,9,阿斯顿·马丁,29,2260,DB11,28,8,20230112
403,2020,9,SRM鑫源新能源,403,3845,海狮EV,33,8,20230112
88,2020,9,一汽海马,88,3142,海马7X,31,8,20230112
311,2020,9,北汽新能源,311,4046,ARCFOX极狐αT,31,8,20230112
217,2020,9,DS汽车,217,3061,DS 7,21,8,20230112
376,2020,9,雷丁,376,3543,雷丁i3,28,8,20230112
432,2020,9,大运汽车,432,4080,远志M1,13,8,20230112
339,2020,9,广汽三菱,339,3253,祺智EV,24,8,20230112
229,2020,9,迈凯伦,229,3572,迈凯伦GT,9,8,20230112
332,2020,9,云雀汽车,332,3153,全界Q1,20,8,20230112
328,2020,9,新特汽车,328,3110,SITECH DEV 1,20,8,20230112
246,2020,9,福汽新龙马,246,2303,启腾EX80,15,8,20230112
215,2020,9,东风裕隆,215,3741,纳智捷URX,8,8,20230112
18,2020,9,铃木（进口）,18,326,吉姆尼,10,8,20230112
16,2020,9,凯迪拉克（进口）,16,210,凯雷德,10,8,20230112
315,2020,9,领途汽车,315,2973,领途E行,10,8,20230112
218,2020,9,GMC,218,1168,SAVANA,8,9,20230112
258,2020,9,潍柴英致汽车,258,2298,英致737,7,9,20230112
234,2020,9,Audi Sport,234,1614,奥迪RS 7,3,9,20230112
455,2020,9,速达,455,4165,速达SA01,6,9,20230112
100,2020,9,郑州日产,100,764,NV200,7,9,20230112
420,2020,9,瓦滋,420,3970,UAZ Hunter,7,9,20230112
369,2020,9,北汽新能源,369,2928,LITE,7,9,20230112
82,2020,9,华晨雷诺,82,3286,观境,5,9,20230112
154,2020,9,路特斯,154,1158,路特斯Evora,6,9,20230112
201,2020,9,九龙汽车,201,2039,艾菲,5,9,20230112
228,2020,9,东风·郑州日产,228,1087,帅客EV,5,9,20230112
108,2020,9,道奇（进口）,108,2035,Challenger,5,9,20230112
329,2020,9,江淮大众,329,3129,思皓E20X,4,9,20230112
447,2020,9,创维汽车,447,4087,天美汽车ET5,4,9,20230112
149,2020,9,福迪,149,2078,揽福,3,9,20230112
185,2020,9,一汽吉林,185,3912,森雅R8,2,9,20230112
216,2020,9,北汽威旺,216,2664,北汽威旺M50F,2,9,20230112
347,2020,9,神龙汽车,347,4138,e爱丽舍,2,9,20230112
37,2020,9,法拉利,37,2156,法拉利488,2,9,20230112
348,2020,9,天际汽车,348,3302,天际ME7,2,9,20230112
40,2020,10,上汽大众,40,549,朗逸,46701,1,20230112
30,2020,10,一汽-大众,30,573,宝来,35290,1,20230112
94,2020,10,东风日产,94,428,轩逸,61695,1,20230112
198,2020,10,吉利汽车,198,2325,吉利博越,16668,1,20230112
55,2020,10,长安,55,3392,长安CS75 PLUS,23399,1,20230112
58,2020,10,上汽通用别克,58,814,英朗,34992,1,20230112
135,2020,10,东风本田,135,145,CR-V,25583,1,20230112
75,2020,10,广汽本田,75,86,雅阁,21735,1,20230112
230,2020,10,长城汽车,230,776,哈弗H6,39094,1,20230112
175,2020,10,广汽丰田,175,1972,雷凌,22268,1,20230112
76,2020,10,一汽丰田,76,492,卡罗拉,32220,1,20230112
127,2020,10,上汽通用五菱,127,4030,宏光MINIEV,21163,1,20230112
69,2020,10,一汽-大众奥迪,69,10,奥迪A6L,15797,1,20230112
164,2020,10,北京奔驰,164,2326,奔驰GLC级,13395,1,20230112
120,2020,10,华晨宝马,120,119,宝马3系,13339,1,20230112
101,2020,10,北京现代,101,745,现代ix35,8143,1,20230112
89,2020,10,比亚迪,89,3449,比亚迪宋Pro,8381,1,20230112
182,2020,10,上汽集团,182,3248,荣威i5,12356,1,20230112
406,2020,10,上汽通用五菱,406,2641,宝骏510,6033,1,20230112
206,2020,10,广汽乘用车,206,2136,传祺GS4,12435,1,20230112
153,2020,10,上海通用雪佛兰,153,3322,科鲁泽,11396,2,20230112
74,2020,10,奇瑞,74,3074,瑞虎8,8333,2,20230112
157,2020,10,上汽通用凯迪拉克,157,3218,XT4,5774,2,20230112
24,2020,10,雷克萨斯,24,425,雷克萨斯ES,9860,2,20230112
54,2020,10,起亚,54,859,智跑,6363,2,20230112
7,2020,10,红旗,7,3442,红旗HS5,10251,2,20230112
144,2020,10,长安福特,144,3417,锐际,3556,2,20230112
189,2020,10,长安马自达,189,1847,昂克赛拉,8974,2,20230112
296,2020,10,领克,296,2863,领克03,6262,2,20230112
183,2020,10,上汽大众斯柯达,183,3072,柯米克,3200,2,20230112
244,2020,10,沃尔沃亚太,244,2079,沃尔沃XC60,5549,2,20230112
354,2020,10,一汽-大众捷达,354,3386,捷达VS5,7218,2,20230112
1,2020,10,宝马（进口）,1,411,宝马X5（进口）,4205,2,20230112
388,2020,10,特斯拉中国,388,3654,Model 3,13057,2,20230112
223,2020,10,长安汽车,223,3450,长安欧尚X7,7528,2,20230112
8,2020,10,奔驰（进口）,8,2180,奔驰GLE级,2648,2,20230112
184,2020,10,上汽名爵,184,660,名爵6,5940,2,20230112
279,2020,10,东风小康,279,2453,风光580,2482,2,20230112
231,2020,10,北京汽车,231,3963,北京X7,2879,2,20230112
327,2020,10,奇瑞汽车,327,3133,捷途X90,3353,2,20230112
207,2020,10,东风日产启辰,207,2888,启辰D60,3137,3,20230112
226,2020,10,广汽三菱,226,2624,欧蓝德,5772,3,20230112
68,2020,10,保时捷,68,372,卡宴,3481,3,20230112
302,2020,10,长城汽车,302,3200,魏牌VV6,3442,3,20230112
61,2020,10,东风风行,61,46,菱智,3539,3,20230112
318,2020,10,埃安,318,3297,AION S,5786,3,20230112
194,2020,10,东风风神,194,1939,风神AX7,2318,3,20230112
340,2020,10,长城汽车,340,3346,欧拉黑猫,5430,3,20230112
177,2020,10,一汽奔腾,177,3145,奔腾T77,2440,3,20230112
22,2020,10,丰田（进口）,22,2255,兰德酷路泽（进口）,2038,3,20230112
385,2020,10,长安林肯,385,3591,冒险家,4021,3,20230112
90,2020,10,江淮汽车,90,3629,嘉悦A5,2064,3,20230112
292,2020,10,蔚来汽车,292,3338,蔚来ES6,2610,3,20230112
358,2020,10,奇瑞新能源,358,2645,小蚂蚁,4298,3,20230112
2,2020,10,奥迪（进口）,2,237,奥迪A8,1191,3,20230112
276,2020,10,广汽菲亚特克莱斯勒,276,2706,指南者,2233,3,20230112
308,2020,10,长安凯程,308,1282,欧诺S,1532,3,20230112
65,2020,10,路虎（进口）,65,741,揽胜运动版,1066,3,20230112
219,2020,10,上汽大通MAXUS,219,3317,上汽MAXUS G50,1898,3,20230112
344,2020,10,理想汽车,344,3274,理想ONE,3438,3,20230112
270,2020,10,奇瑞捷豹路虎,270,3909,发现运动版,2348,4,20230112
253,2020,10,江铃福特,253,3328,领界,2592,4,20230112
320,2020,10,小鹏汽车,320,3418,小鹏汽车P7,2093,4,20230112
259,2020,10,北汽新能源,259,3410,北汽新能源EC3,1299,4,20230112
286,2020,10,华晨鑫源,286,1785,金杯小海狮X30,2315,4,20230112
93,2020,10,MINI,93,403,MINI,1549,4,20230112
211,2020,10,北京越野,211,905,北京BJ40,1688,4,20230112
204,2020,10,福建奔驰,204,2597,奔驰V级,1312,4,20230112
134,2020,10,东风标致,134,721,标致408,768,4,20230112
269,2020,10,东风英菲尼迪,269,2149,英菲尼迪QX50,1465,4,20230112
44,2020,10,斯巴鲁,44,229,森林人,1522,4,20230112
4,2020,10,大众（进口）,4,356,途锐,1832,4,20230112
35,2020,10,沃尔沃（进口）,35,238,沃尔沃XC90,1754,4,20230112
264,2020,10,凯翼,264,3899,炫界,1210,4,20230112
338,2020,10,合众汽车,338,3204,哪吒N01,1279,4,20230112
285,2020,10,奇瑞捷豹,285,2953,捷豹XEL,1033,4,20230112
357,2020,10,星途,357,3532,星途追风,1104,4,20230112
57,2020,10,东风雪铁龙,57,2818,天逸 C5 AIRCROSS,830,4,20230112
36,2020,10,林肯,36,3106,林肯航海家,690,4,20230112
530,2020,10,瑞风汽车,530,1994,瑞风M3,1107,4,20230112
20,2020,10,三菱（进口）,20,509,帕杰罗（进口）,1417,5,20230112
300,2020,10,威马,300,2976,威马EX5,1345,5,20230112
200,2020,10,东风小康,200,804,小康K01,757,5,20230112
373,2020,10,几何汽车,373,3945,几何C,843,5,20230112
53,2020,10,东南,53,3581,东南DX5,685,5,20230112
202,2020,10,AMG,202,2486,AMG GLC,240,5,20230112
283,2020,10,广汽讴歌,283,2541,讴歌CDX,576,5,20230112
227,2020,10,观致,227,4039,观致7,660,5,20230112
335,2020,10,零跑汽车,335,3892,零跑T03,919,5,20230112
91,2020,10,Jeep,91,502,牧马人,735,5,20230112
143,2020,10,长安铃木,143,1983,启悦,982,5,20230112
63,2020,10,日产（进口）,63,277,途乐,922,5,20230112
290,2020,10,SWM斯威汽车,290,3651,SWM斯威G05,444,5,20230112
398,2020,10,中国重汽VGV,398,3802,VGV U70,815,5,20230112
331,2020,10,广汽丰田,331,3580,广汽丰田iA5,781,5,20230112
399,2020,10,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,722,5,20230112
79,2020,10,中华,79,2168,中华V3,272,5,20230112
59,2020,10,玛莎拉蒂,59,1182,Levante,312,5,20230112
274,2020,10,宝沃,274,2463,宝沃BX5,477,5,20230112
461,2020,10,上汽集团,461,4104,飞凡ER6,509,5,20230112
163,2020,10,昌河铃木,163,1656,北斗星X5,298,6,20230112
203,2020,10,野马汽车,203,3382,博骏,298,6,20230112
395,2020,10,东风本田,395,3493,东风本田X-NV,394,6,20230112
458,2020,10,江汽集团,458,4034,思皓X8,385,6,20230112
70,2020,10,捷豹,70,1798,捷豹F-PACE,327,6,20230112
225,2020,10,腾势,225,3628,腾势X PHEV,321,6,20230112
367,2020,10,国机智骏,367,3467,国机智骏GC1,215,6,20230112
214,2020,10,海马汽车,214,3091,海马8S,267,6,20230112
110,2020,10,北汽制造,110,27,战旗,123,6,20230112
50,2020,10,北汽昌河,50,2077,昌河M50,200,6,20230112
307,2020,10,长安跨越,307,2871,长安V3,284,6,20230112
64,2020,10,宾利,64,1402,添越,156,6,20230112
97,2020,10,英菲尼迪(进口),97,1787,QX60（进口）,141,6,20230112
235,2020,10,宝马M,235,1824,宝马M2,69,6,20230112
271,2020,10,华颂,271,2108,华颂7,206,6,20230112
312,2020,10,君马汽车,312,2931,君马MEET3（美图3）,191,6,20230112
434,2020,10,睿蓝汽车,434,4015,枫叶30X,194,6,20230112
232,2020,10,特斯拉,232,1862,特斯拉Model X,160,6,20230112
169,2020,10,众泰,169,2335,众泰T700,38,6,20230112
280,2020,10,汉腾汽车,280,2506,汉腾X7,97,6,20230112
326,2020,10,爱驰,326,3101,爱驰U5,169,7,20230112
80,2020,10,猎豹汽车,80,3107,猎豹迈途,69,7,20230112
337,2020,10,金康赛力斯,337,3202,赛力斯SF5,140,7,20230112
277,2020,10,东风雷诺,277,2534,科雷傲,61,7,20230112
42,2020,10,阿尔法-罗密欧,42,2654,Giulia,85,7,20230112
303,2020,10,云度,303,2849,云度π1,71,7,20230112
278,2020,10,东风汽车,278,3222,俊风E11K,78,7,20230112
289,2020,10,驭胜,289,865,驭胜S350,105,7,20230112
295,2020,10,江铃集团新能源,295,3358,易至EV3,103,7,20230112
25,2020,10,福特（进口）,25,657,Mustang,100,7,20230112
234,2020,10,Audi Sport,234,1453,奥迪RS 5,52,7,20230112
262,2020,10,江西五十铃,262,2119,五十铃mu-X牧游侠,92,7,20230112
41,2020,10,劳斯莱斯,41,2447,库里南,44,7,20230112
66,2020,10,兰博基尼,66,1385,Urus,48,7,20230112
311,2020,10,北汽新能源,311,4046,ARCFOX极狐αT,57,7,20230112
384,2020,10,合创,384,3822,合创007,57,7,20230112
87,2020,10,陆风汽车,87,3398,陆风荣曜,52,7,20230112
439,2020,10,吉麦新能源,439,4040,凌宝BOX,49,7,20230112
210,2020,10,广汽本田,210,3240,广汽本田VE-1,47,7,20230112
193,2020,10,开瑞汽车,193,2669,开瑞K60,45,7,20230112
