年,月份,品牌id,厂商id,子品牌id,车系id,车系名称,级别,类型,销量,指导价,页码,dt
2020,11,9,22,862,862,埃尔法,中大型,MPV,2514,83.90-92.80万元,10,20230112
2020,11,132,223,2949,2949,长安欧尚X70A,紧凑型,SUV,2466,5.99-7.49万元,10,20230112
2020,11,6,30,765,765,一汽-大众CC,中型,三厢,2453,24.99-29.99万元,10,20230112
2020,11,9,76,2729,2729,威驰FS,小型,两厢,2448,8.58-9.28万元,10,20230112
2020,11,167,279,2952,2952,风光S560,紧凑型,SUV,2426,6.79-7.89万元,10,20230112
2020,11,26,89,4089,4089,比亚迪汉DM,中大型,三厢,2425,21.78-32.18万元,10,20230112
2020,11,15,189,2598,2598,马自达CX-4,紧凑型,SUV,2416,14.88-21.58万元,10,20230112
2020,11,33,194,1939,1939,风神AX7,紧凑型,SUV,2391,10.69-11.39万元,10,20230112
2020,11,4,120,3659,3659,宝马X2,紧凑型,SUV,2380,28.58-33.29万元,10,20230112
2020,11,176,292,3338,3338,蔚来ES6,中型,SUV,2375,38.60-55.40万元,10,20230112
2020,11,8,58,4112,4112,昂科威S,中型,SUV,2336,20.99-27.99万元,11,20230112
2020,11,12,94,2775,2775,劲客,小型,SUV,2283,11.98-13.78万元,11,20230112
2020,11,24,184,2683,2683,名爵ZS,小型,SUV,2277,8.58-9.98万元,11,20230112
2020,11,21,157,4033,4033,凯迪拉克CT4,中型,三厢,2271,23.57-25.97万元,11,20230112
2020,11,19,183,457,457,明锐,紧凑型,掀背,2252,10.99-15.49万元,11,20230112
2020,11,42,286,1785,1785,金杯小海狮X30,,微面,2244,3.39-5.19万元,11,20230112
2020,11,32,198,3083,3083,吉利博瑞,中型,三厢,2218,13.18-14.38万元,11,20230112
2020,11,4,120,3017,3017,宝马5系混动,中大型,三厢,2195,49.99-53.69万元,11,20230112
2020,11,66,177,3145,3145,奔腾T77,紧凑型,SUV,2164,10.58-14.18万元,11,20230112
2020,11,13,244,3402,3402,沃尔沃XC40,紧凑型,SUV,2150,26.98-35.48万元,11,20230112
2020,11,6,4,356,356,途锐,中大型,SUV,2116,53.38-78.28万元,11,20230112
2020,11,15,189,4052,4052,马自达CX-30,小型,SUV,2097,12.99-19.99万元,11,20230112
2020,11,32,198,2817,2817,吉利嘉际,紧凑型,MPV,2092,11.98-14.28万元,11,20230112
2020,11,86,276,2706,2706,指南者,紧凑型,SUV,2088,13.98-20.98万元,11,20230112
2020,11,26,89,3548,3548,比亚迪e2,紧凑型,两厢,2085,9.58-14.58万元,11,20230112
2020,11,125,207,3824,3824,启辰星,紧凑型,SUV,2068,12.66-14.96万元,11,20230112
2020,11,10,253,3328,3328,领界,紧凑型,SUV,2051,10.98-16.48万元,11,20230112
2020,11,276,406,3565,3565,宝骏RM-5,紧凑型,MPV,2049,7.88-12.08万元,11,20230112
2020,11,137,231,3963,3963,北京X7,紧凑型,SUV,2033,10.49-14.99万元,11,20230112
2020,11,221,340,3549,3549,欧拉白猫,微型,两厢,2014,8.68-10.38万元,11,20230112
2020,11,33,194,3429,3429,奕炫,紧凑型,三厢,2006,6.49-9.39万元,12,20230112
2020,11,57,182,3874,3874,科莱威CLEVER,微型,两厢,2006,6.80万元,12,20230112
2020,11,13,35,238,238,沃尔沃XC90,中大型,SUV,1999,63.89-78.19万元,12,20230112
2020,11,57,182,2960,2960,荣威Ei5,紧凑型,旅行车,1982,15.28-16.68万元,12,20230112
2020,11,192,302,2708,2708,魏牌VV5,紧凑型,SUV,1959,12.58-14.78万元,12,20230112
2020,11,21,157,2166,2166,CT6,中大型,三厢,1943,39.97-48.97万元,12,20230112
2020,11,54,74,2553,2553,瑞虎3x,小型,SUV,1940,4.99-6.99万元,12,20230112
2020,11,17,54,643,643,福瑞迪,紧凑型,三厢,1895,8.08-10.48万元,12,20230112
2020,11,124,219,3317,3317,上汽MAXUS G50,紧凑型,MPV,1877,8.78-16.58万元,12,20230112
2020,11,8,58,2175,2175,威朗,紧凑型,三厢,1855,12.89-15.89万元,12,20230112
2020,11,20,101,1667,1667,名图,中型,三厢,1848,13.38-16.88万元,12,20230112
2020,11,97,93,403,403,MINI,小型,两厢,1821,19.98-37.83万元,12,20230112
2020,11,32,198,3652,3652,吉利ICON,小型,SUV,1786,10.99-12.99万元,12,20230112
2020,11,15,189,1926,1926,阿特兹,中型,三厢,1729,17.58-23.98万元,12,20230112
2020,11,17,54,3134,3134,奕跑,小型,SUV,1726,6.98-8.38万元,12,20230112
2020,11,57,182,4152,4152,荣威i6 MAX,紧凑型,三厢,1725,10.98-12.58万元,12,20230112
2020,11,8,58,3103,3103,微蓝6纯电,紧凑型,两厢,1718,17.79-19.69万元,12,20230112
2020,11,276,406,2502,2502,宝骏E100,微型,两厢,1709,4.98-5.48万元,12,20230112
2020,11,125,207,3197,3197,启辰T60,小型,SUV,1707,8.68-11.28万元,12,20230112
2020,11,217,335,3892,3892,零跑T03,微型,两厢,1701,8.25-9.95万元,12,20230112
2020,11,136,230,1958,1958,哈弗H9,中大型,SUV,1673,21.48-27.98万元,13,20230112
2020,11,167,279,2453,2453,风光580,中型,SUV,1656,7.99-12.99万元,13,20230112
2020,11,20,101,18,18,索纳塔,中型,三厢,1629,16.18-20.58万元,13,20230112
2020,11,116,211,905,905,北京BJ40,紧凑型,SUV,1626,15.98-27.29万元,13,20230112
2020,11,4,1,416,416,宝马5系（进口）,中大型,三厢,1626,42.99-60.99万元,13,20230112
2020,11,3,204,2597,2597,奔驰V级,中大型,MPV,1625,47.88-64.68万元,13,20230112
2020,11,6,30,4041,4041,探岳X,中型,SUV,1588,23.29-29.58万元,13,20230112
2020,11,57,182,2682,2682,荣威eRX5混动,紧凑型,SUV,1575,15.28-17.09万元,13,20230112
2020,11,276,406,2512,2512,宝骏310,小型,两厢,1563,4.09-5.29万元,13,20230112
2020,11,201,318,3943,3943,AION V Plus,紧凑型,SUV,1561,18.76-26.98万元,13,20230112
2020,11,209,327,3102,3102,捷途X70,中型,SUV,1560,8.69-17.09万元,13,20230112
2020,11,203,320,2983,2983,小鹏汽车G3,紧凑型,SUV,1557,16.89-20.19万元,13,20230112
2020,11,106,269,2149,2149,英菲尼迪QX50,中型,SUV,1557,33.38-46.98万元,13,20230112
2020,11,8,58,3399,3399,昂科拉GX,紧凑型,SUV,1553,15.59-18.59万元,13,20230112
2020,11,189,308,1282,1282,欧诺S,,微面,1536,4.69-5.44万元,13,20230112
2020,11,276,406,3223,3223,宝骏E200,微型,两厢,1536,5.48-6.48万元,13,20230112
2020,11,41,7,3121,3121,红旗E-HS3,紧凑型,SUV,1527,22.58-26.58万元,13,20230112
2020,11,12,94,3067,3067,途达,中型,SUV,1515,16.98-24.83万元,13,20230112
2020,11,167,279,4208,4208,风光500,紧凑型,SUV,1513,6.18-8.58万元,13,20230112
2020,11,3,204,828,828,奔驰威霆,中大型,MPV,1494,29.38-34.78万元,13,20230112
2020,11,48,90,3629,3629,嘉悦A5,紧凑型,掀背,1490,8.48-11.58万元,14,20230112
2020,11,136,230,3124,3124,哈弗F5,紧凑型,SUV,1487,7.98-12.58万元,14,20230112
2020,11,1,2,237,237,奥迪A8,大型,三厢,1481,82.98-197.18万元,14,20230112
2020,11,176,292,3906,3906,蔚来EC6,中型,SUV,1460,39.60-55.40万元,14,20230112
2020,11,187,296,3075,3075,领克02,紧凑型,SUV,1457,11.98-16.58万元,14,20230112
2020,11,4,1,2691,2691,宝马6系GT,中大型,掀背,1446,58.89-68.89万元,14,20230112
2020,11,1,2,389,389,奥迪Q7,中大型,SUV,1436,63.28-80.48万元,14,20230112
2020,11,12,94,1162,1162,楼兰,中型,SUV,1422,23.88-28.38万元,14,20230112
2020,11,24,184,3214,3214,名爵HS,紧凑型,SUV,1421,10.98-16.98万元,14,20230112
2020,11,4,1,1652,1652,宝马3系GT,中型,掀背,1417,35.98-43.98万元,14,20230112
2020,11,112,206,2514,2514,传祺GS8,中型,SUV,1408,18.68-26.98万元,14,20230112
2020,11,33,194,4002,4002,奕炫GS,紧凑型,SUV,1383,7.49-9.69万元,14,20230112
2020,11,176,292,2825,2825,蔚来ES8,中大型,SUV,1370,49.60-65.60万元,14,20230112
2020,11,28,55,3226,3226,长安CS85 COUPE,中型,SUV,1368,11.99-16.49万元,14,20230112
2020,11,276,406,2955,2955,宝骏360,紧凑型,MPV,1349,5.98-8.08万元,14,20230112
2020,11,6,40,3795,3795,威然,中大型,MPV,1342,28.98-40.28万元,14,20230112
2020,11,103,44,229,229,森林人,紧凑型,SUV,1334,22.38-26.58万元,14,20230112
2020,11,137,231,3489,3489,北京X3,小型,SUV,1331,5.99-8.79万元,14,20230112
2020,11,28,55,3060,3060,逸动DT,紧凑型,三厢,1314,5.79-7.39万元,14,20230112
2020,11,137,231,1503,1503,北京U5,紧凑型,三厢,1301,6.99-9.99万元,14,20230112
2020,11,93,385,3931,3931,飞行家,中大型,SUV,1300,51.38-76.38万元,15,20230112
2020,11,6,40,3283,3283,帕萨特混动,中型,三厢,1273,23.32-24.22万元,15,20230112
2020,11,85,285,2953,2953,捷豹XEL,中型,三厢,1269,29.98-32.68万元,15,20230112
2020,11,132,223,4060,4060,长安欧尚X5,紧凑型,SUV,1268,6.99-10.99万元,15,20230112
2020,11,94,65,216,216,揽胜,中大型,SUV,1256,142.80-332.80万元,15,20230112
2020,11,125,207,3425,3425,启辰D60 EV,紧凑型,三厢,1252,13.98-15.81万元,15,20230112
2020,11,94,65,741,741,揽胜运动版,中大型,SUV,1229,90.80-189.80万元,15,20230112
2020,11,19,183,2389,2389,柯迪亚克,中型,SUV,1226,18.69-24.39万元,15,20230112
2020,11,41,7,2735,2735,红旗HS7,中大型,SUV,1210,27.58-46.33万元,15,20230112
2020,11,90,24,3692,3692,雷克萨斯UX,紧凑型,SUV,1203,25.90-38.70万元,15,20230112
2020,11,57,182,4093,4093,荣威iMAX8,中大型,MPV,1201,18.88-25.38万元,15,20230112
2020,11,18,226,1462,1462,劲炫ASX,紧凑型,SUV,1193,9.98-13.98万元,15,20230112
2020,11,192,302,2707,2707,魏牌VV7,中型,SUV,1193,16.98-19.28万元,15,20230112
2020,11,26,89,3013,3013,比亚迪元Pro,小型,SUV,1193,9.88-11.88万元,15,20230112
2020,11,167,279,2155,2155,风光330,,微面,1173,4.19-6.88万元,15,20230112
2020,11,57,182,2921,2921,荣威RX3,小型,SUV,1165,7.58-9.68万元,15,20230112
2020,11,9,175,2720,2720,致享,小型,三厢,1154,8.78-9.38万元,15,20230112
2020,11,20,101,1596,1596,胜达,中型,SUV,1154,20.28-27.28万元,15,20230112
2020,11,94,270,2083,2083,揽胜极光,中型,SUV,1151,38.98-47.58万元,15,20230112
2020,11,4,1,1613,1613,宝马X4,中型,SUV,1150,46.19-65.99万元,15,20230112
2020,11,4,1,1941,1941,宝马X7,大型,SUV,1126,100.00-172.90万元,16,20230112
2020,11,157,264,3899,3899,炫界,紧凑型,SUV,1123,5.39-12.98万元,16,20230112
2020,11,8,58,1380,1380,昂科拉,小型,SUV,1123,12.59-15.59万元,16,20230112
2020,11,396,530,1994,1994,瑞风M3,紧凑型,MPV,1119,6.58-9.48万元,16,20230112
2020,11,57,182,4186,4186,荣威ei6 MAX,紧凑型,三厢,1101,13.68-18.88万元,16,20230112
2020,11,1,2,2267,2267,奥迪Q8,中大型,SUV,1087,78.28-114.68万元,16,20230112
2020,11,136,230,2662,2662,哈弗H4,紧凑型,SUV,1061,7.39-10.59万元,16,20230112
2020,11,54,74,3117,3117,艾瑞泽GX,紧凑型,三厢,1058,8.59-12.98万元,16,20230112
2020,11,66,177,3374,3374,奔腾T99,中大型,SUV,1056,13.49-18.69万元,16,20230112
2020,11,3,8,2178,2178,奔驰GLC级轿跑（进口）,中型,轿跑,1036,47.18-56.67万元,16,20230112
2020,11,209,327,3719,3719,捷途X70M,中型,SUV,1032,6.49-9.89万元,16,20230112
2020,11,6,40,3273,3273,途观L混动,中型,SUV,1024,26.11-27.21万元,16,20230112
2020,11,1,69,3002,3002,奥迪A6L混动,中大型,三厢,1023,50.80万元,16,20230112
2020,11,26,89,4075,4075,比亚迪宋Pro DM,紧凑型,SUV,1005,14.08-16.58万元,16,20230112
2020,11,48,90,890,890,瑞风M5,中大型,MPV,995,15.98万元,16,20230112
2020,11,3,8,1414,1414,奔驰CLA级,紧凑型,三厢,988,29.98-38.98万元,16,20230112
2020,11,189,308,3524,3524,睿行M60,,微面,987,5.59-6.62万元,16,20230112
2020,11,247,373,3945,3945,几何C,紧凑型,SUV,980,12.98-20.78万元,16,20230112
2020,11,1,69,4277,4277,奥迪Q3 Sportback,紧凑型,SUV,976,28.93-36.18万元,16,20230112
2020,11,86,276,2317,2317,自由光,中型,SUV,975,19.68-31.98万元,16,20230112
2020,11,12,63,277,277,途乐,大型,SUV,960,79.80-83.80万元,17,20230112
2020,11,3,399,2092,2092,迈巴赫S级,大型,三厢,941,146.80-524.10万元,17,20230112
2020,11,6,40,162,162,途安L,紧凑型,MPV,940,15.28-19.58万元,17,20230112
2020,11,211,458,4034,4034,思皓X8,中型,SUV,937,8.88-17.28万元,17,20230112
2020,11,235,357,3532,3532,星途追风,紧凑型,SUV,935,10.99-14.99万元,17,20230112
2020,11,6,30,3787,3787,探岳GTE,中型,SUV,924,24.29-25.29万元,17,20230112
2020,11,136,230,1993,1993,哈弗H6 Coupe,紧凑型,SUV,916,7.99-11.90万元,17,20230112
2020,11,6,40,2468,2468,辉昂,中大型,三厢,908,34.30-44.90万元,17,20230112
2020,11,3,8,300,300,奔驰C级（进口）,中型,旅行车,894,35.08-39.28万元,17,20230112
2020,11,22,153,3194,3194,沃兰多,紧凑型,两厢,890,13.69-15.99万元,17,20230112
2020,11,12,94,78,78,LANNIA蓝鸟,紧凑型,三厢,883,12.59-13.39万元,17,20230112
2020,11,112,206,1957,1957,传祺GA6,中型,三厢,881,10.88-16.88万元,17,20230112
2020,11,6,30,3631,3631,迈腾GTE,中型,三厢,875,23.79-25.29万元,17,20230112
2020,11,269,398,3802,3802,VGV U70,中型,SUV,853,7.79-11.89万元,17,20230112
2020,11,32,198,2493,2493,帝豪EV,紧凑型,三厢,836,14.68-16.98万元,17,20230112
2020,11,19,183,1767,1767,速派,中型,掀背,833,16.99-19.49万元,17,20230112
2020,11,5,134,721,721,标致408,紧凑型,三厢,822,10.57-15.97万元,17,20230112
2020,11,106,269,2081,2081,英菲尼迪Q50L,中型,三厢,802,26.48-38.98万元,17,20230112
2020,11,22,153,3814,3814,开拓者,中大型,SUV,794,22.99-33.39万元,17,20230112
2020,11,17,54,2334,2334,起亚KX5,紧凑型,SUV,793,16.28-19.18万元,17,20230112
2020,11,19,183,3783,3783,柯米克GT,小型,SUV,788,11.89-11.99万元,18,20230112
2020,11,220,338,4130,4130,哪吒V ,小型,SUV,787,8.39-12.38万元,18,20230112
2020,11,65,127,2132,2132,五菱荣光V,,微面,786,4.48-4.98万元,18,20230112
2020,11,247,373,3362,3362,几何A,紧凑型,三厢,778,12.68-20.78万元,18,20230112
2020,11,3,8,605,605,奔驰B级,紧凑型,两厢,776,26.58-28.38万元,18,20230112
2020,11,23,57,2818,2818,天逸 C5 AIRCROSS,紧凑型,SUV,775,15.27-16.97万元,18,20230112
2020,11,133,227,4039,4039,观致7,紧凑型,SUV,770,10.98-15.98万元,18,20230112
2020,11,94,65,213,213,卫士,中大型,SUV,766,71.80-169.80万元,18,20230112
2020,11,235,357,4219,4219,星途凌云,中型,SUV,766,14.79-18.29万元,18,20230112
2020,11,86,276,2988,2988,大指挥官,中型,SUV,763,23.98-32.98万元,18,20230112
2020,11,9,76,3022,3022,卡罗拉混动,紧凑型,三厢,755,20.78-23.08万元,18,20230112
2020,11,124,219,1851,1851,上汽MAXUS G10,中大型,MPV,743,11.78-19.08万元,18,20230112
2020,11,34,61,2382,2382,风行SX6,紧凑型,SUV,738,5.99-7.69万元,18,20230112
2020,11,110,200,804,804,小康K01,,微卡,730,2.99-3.39万元,18,20230112
2020,11,3,164,3504,3504,奔驰EQC,中型,SUV,727,49.19-57.19万元,18,20230112
2020,11,3,8,2263,2263,奔驰GLS级,大型,SUV,726,106.80-136.02万元,18,20230112
2020,11,48,90,3306,3306,瑞风S4,小型,SUV,724,7.58-9.88万元,18,20230112
2020,11,8,58,2794,2794,别克GL6,紧凑型,MPV,718,14.99-16.99万元,18,20230112
2020,11,1,2,1370,1370,奥迪A6（进口）,中大型,旅行车,714,46.08-63.78万元,18,20230112
2020,11,276,406,2830,2830,宝骏310W,紧凑型,旅行车,712,5.28-7.28万元,18,20230112
2020,11,326,461,4104,4104,飞凡ER6,紧凑型,三厢,697,15.98-18.48万元,19,20230112
2020,11,57,182,2680,2680,荣威i6,紧凑型,三厢,694,8.98-11.28万元,19,20230112
2020,11,34,61,3125,3125,风行T5,紧凑型,SUV,692,6.89-12.30万元,19,20230112
2020,11,17,54,2821,2821,焕驰,小型,三厢,691,6.69-7.09万元,19,20230112
2020,11,28,55,2332,2332,长安CS15,小型,SUV,688,6.19-7.69万元,19,20230112
2020,11,57,182,3639,3639,荣威RX5 eMAX,紧凑型,SUV,676,17.18-18.98万元,19,20230112
2020,11,77,68,3057,3057,卡宴混动,中大型,SUV,676,86.80-102.80万元,19,20230112
2020,11,18,226,3179,3179,奕歌,紧凑型,SUV,675,12.98-18.58万元,19,20230112
2020,11,213,331,3580,3580,广汽丰田iA5,紧凑型,三厢,672,15.98-19.28万元,19,20230112
2020,11,85,285,2554,2554,捷豹XFL,中大型,三厢,667,39.98-49.98万元,19,20230112
2020,11,90,24,945,945,雷克萨斯CT,紧凑型,两厢,661,21.50-28.20万元,19,20230112
2020,11,4,1,558,558,宝马X6,中大型,SUV,652,78.69-96.69万元,19,20230112
2020,11,26,89,3263,3263,比亚迪秦Pro EV,紧凑型,三厢,642,14.99-20.49万元,19,20230112
2020,11,86,91,502,502,牧马人,中型,SUV,637,44.99-55.99万元,19,20230112
2020,11,267,395,3493,3493,东风本田X-NV,小型,SUV,625,16.98-17.98万元,19,20230112
2020,11,35,53,3581,3581,东南DX5,小型,SUV,610,6.99-9.99万元,19,20230112
2020,11,276,406,3529,3529,宝骏RC-6,中型,三厢,610,8.48-12.38万元,19,20230112
2020,11,97,93,628,628,MINI COUNTRYMAN,紧凑型,SUV,609,24.98-43.23万元,19,20230112
2020,11,94,65,2782,2782,揽胜星脉,中型,SUV,606,56.80-73.80万元,19,20230112
2020,11,1,2,553,553,奥迪A5,中型,三厢,597,37.98-55.98万元,19,20230112
2020,11,5,134,838,838,标致508,中型,三厢,579,15.97-22.47万元,20,20230112
2020,11,94,65,214,214,路虎发现,中大型,SUV,578,68.98-89.88万元,20,20230112
2020,11,3,8,319,319,奔驰CLS级,中大型,三厢,567,57.68-78.40万元,20,20230112
2020,11,41,7,1463,1463,红旗H7,中大型,三厢,557,25.28-28.88万元,20,20230112
2020,11,5,134,1417,1417,标致4008,紧凑型,SUV,552,16.77-23.37万元,20,20230112
2020,11,124,219,3395,3395,上汽MAXUS G20,中大型,MPV,549,16.58-28.98万元,20,20230112
2020,11,209,327,3415,3415,捷途X95,中型,SUV,539,14.69-16.99万元,20,20230112
2020,11,77,68,615,615,Panamera,大型,掀背,538,99.80-247.60万元,20,20230112
2020,11,136,230,1684,1684,哈弗H7,中型,SUV,537,14.20-17.30万元,20,20230112
2020,11,157,264,2374,2374,凯翼X3,小型,SUV,535,6.39-7.59万元,20,20230112
2020,11,276,406,3264,3264,宝骏RS-5,紧凑型,SUV,517,9.78-13.58万元,20,20230112
2020,11,396,530,2574,2574,瑞风M4,中大型,MPV,512,10.58-15.98万元,20,20230112
2020,11,22,153,3419,3419,创界,紧凑型,SUV,503,13.99-17.99万元,20,20230112
2020,11,3,8,301,301,奔驰E级（进口）,中大型,三厢,499,44.80-66.40万元,20,20230112
2020,11,26,89,3578,3578,比亚迪e3,紧凑型,三厢,486,15.48-15.58万元,20,20230112
2020,11,26,89,4078,4078,比亚迪秦Pro DM,紧凑型,三厢,485,13.69-20.49万元,20,20230112
2020,11,1,69,3460,3460,奥迪Q2L e-tron,小型,SUV,471,24.38万元,20,20230112
2020,11,6,40,4172,4172,途观X,中型,SUV,467,24.08-27.08万元,20,20230112
2020,11,173,290,3651,3651,SWM斯威G05,中型,SUV,466,6.99-11.69万元,20,20230112
2020,11,116,211,1986,1986,北京BJ80,中大型,SUV,466,29.49-39.80万元,20,20230112
2020,11,9,175,3025,3025,雷凌混动,紧凑型,三厢,459,20.38-21.88万元,21,20230112
2020,11,153,259,3411,3411,北汽新能源EC5,小型,SUV,449,9.99-11.99万元,21,20230112
2020,11,90,24,3443,3443,雷克萨斯LM,中大型,MPV,439,116.60-146.60万元,21,20230112
2020,11,189,308,2210,2210,长安欧尚A600,紧凑型,MPV,439,5.29万元,21,20230112
2020,11,85,70,1798,1798,捷豹F-PACE,中型,SUV,437,46.80-66.80万元,21,20230112
2020,11,65,127,4032,4032,五菱荣光EV,,微面,434,13.58-13.91万元,21,20230112
2020,11,97,93,568,568,MINI CLUBMAN,小型,两厢,433,25.48-41.73万元,21,20230112
2020,11,77,68,2630,2630,保时捷718,,跑车,427,56.50-157.80万元,21,20230112
2020,11,57,182,2989,2989,荣威RX8,中大型,SUV,417,16.88-22.88万元,21,20230112
2020,11,4,1,1556,1556,宝马4系,中型,三厢,415,37.39-56.69万元,21,20230112
2020,11,22,153,1572,1572,创酷,小型,SUV,404,10.99-12.89万元,21,20230112
2020,11,33,194,2935,2935,风神E70,紧凑型,三厢,379,14.28-15.38万元,21,20230112
2020,11,137,231,3412,3412,北京EU7,中型,三厢,378,15.99-17.59万元,21,20230112
2020,11,4,1,1811,1811,宝马2系,紧凑型,三厢,373,26.98-41.98万元,21,20230112
2020,11,136,230,1670,1670,哈弗H2,小型,SUV,373,7.59-9.59万元,21,20230112
2020,11,131,225,3628,3628,腾势X PHEV,中型,SUV,368,28.98-31.98万元,21,20230112
2020,11,124,219,3470,3470,上汽MAXUS D60,中型,SUV,351,11.58-15.98万元,21,20230112
2020,11,138,232,1862,1862,特斯拉Model X,中大型,SUV,340,87.99-103.99万元,21,20230112
2020,11,109,203,3382,3382,博骏,小型,SUV,335,4.99-12.99万元,21,20230112
2020,11,48,90,4029,4029,嘉悦X7,中型,SUV,329,8.98-11.98万元,21,20230112
2020,11,19,183,1848,1848,昕动,紧凑型,两厢,327,7.79-10.99万元,22,20230112
2020,11,8,58,66,66,凯越,紧凑型,三厢,322,8.39-9.99万元,22,20230112
2020,11,1,2,1454,1454,奥迪S4,中型,三厢,314,48.08-48.88万元,22,20230112
2020,11,28,55,1694,1694,长安CS95,中大型,SUV,314,17.59-21.39万元,22,20230112
2020,11,3,202,2065,2065,AMG GT,,跑车,310,98.68-229.88万元,22,20230112
2020,11,3,202,2486,2486,AMG GLC,中型,SUV,310,67.08-118.08万元,22,20230112
2020,11,10,253,2189,2189,撼路者,中型,SUV,307,27.58-37.48万元,22,20230112
2020,11,362,358,3907,3907,大蚂蚁,紧凑型,SUV,305,18.38万元,22,20230112
2020,11,93,36,257,257,林肯领航员,大型,SUV,304,109.80-142.80万元,22,20230112
2020,11,13,244,3180,3180,沃尔沃S90混动,中大型,三厢,298,49.99-61.39万元,22,20230112
2020,11,95,59,1182,1182,Levante,中大型,SUV,294,86.68-191.58万元,22,20230112
2020,11,110,200,2151,2151,小康C31,,微卡,290,3.89-4.89万元,22,20230112
2020,11,32,198,3177,3177,帝豪GSe,紧凑型,SUV,285,10.99-15.99万元,22,20230112
2020,11,90,24,264,264,雷克萨斯LS,大型,三厢,285,87.80-118.00万元,22,20230112
2020,11,110,200,2883,2883,小康EC36,,微面,282,12.98万元,22,20230112
2020,11,19,183,3276,3276,柯迪亚克GT,中型,SUV,281,20.89-24.39万元,22,20230112
2020,11,209,327,3923,3923,捷途X70 Coupe,中型,SUV,275,12.69-12.99万元,22,20230112
2020,11,137,231,3462,3462,北京EX3,小型,SUV,273,11.99-16.39万元,22,20230112
2020,11,137,231,3319,3319,北京U7,中型,三厢,273,8.79-12.29万元,22,20230112
2020,11,3,202,1628,1628,AMG A（进口）,紧凑型,两厢,268,39.57-56.78万元,22,20230112
2020,11,167,279,3682,3682,风光ix7,中型,SUV,263,12.59-21.59万元,23,20230112
2020,11,5,134,2795,2795,标致5008,中型,SUV,261,17.87-26.37万元,23,20230112
2020,11,34,61,3342,3342,风行M7,中大型,MPV,252,12.69-26.99万元,23,20230112
2020,11,173,290,2605,2605,SWM斯威X7,中型,SUV,250,6.39-10.59万元,23,20230112
2020,11,24,184,2966,2966,名爵6 PHEV,紧凑型,三厢,250,14.28-19.98万元,23,20230112
2020,11,3,8,306,306,奔驰A级（进口）,紧凑型,两厢,244,26.38-27.38万元,23,20230112
2020,11,189,308,2118,2118,长安之星9,,微面,243,5.18-5.48万元,23,20230112
