年,月份,集团id,集团名称,销量,页码,dt
2022,10,15,菲亚特,748,2,20230112
2022,10,23,克莱斯勒,724,2,20230112
2022,10,1013,大运汽车,710,2,20230112
2022,10,232,御捷,529,2,20230112
2022,10,1073,开沃汽车,385,2,20230112
2022,10,43,现代,321,2,20230112
2022,10,292,天际汽车,269,2,20230112
2022,10,953,华人运通,238,2,20230112
2022,10,14,福特,228,2,20230112
2022,10,50,中国重汽,200,2,20230112
2022,10,933,雷丁汽车,197,3,20230112
2022,10,513,新特汽车,133,3,20230112
2022,10,25,铃木,78,3,20230112
2022,10,32,日产,74,3,20230112
2022,10,18,海马,70,3,20230112
2022,10,112,Prodrive,53,3,20230112
2022,10,753,爱驰汽车,42,3,20230112
2022,10,121,四川汽车,31,3,20230112
2022,10,38,三菱,30,3,20230112
2022,10,1113,宝能,30,3,20230112
2022,10,833,国机智骏,24,3,20230112
2022,10,593,湖南恒润,12,3,20230112
2022,10,41,通用,10,3,20230112
2022,10,110,迈凯伦,9,3,20230112
2022,10,392,长城华冠,2,3,20230112
2022,10,893,速达电动车,2,3,20230112
2022,11,39,上汽,259604,1,20230112
2022,11,44,一汽,215943,1,20230112
2022,11,5,比亚迪,177490,1,20230112
2022,11,16,广汽,171195,1,20230112
2022,11,9,东风,126164,1,20230112
2022,11,6,长安,122275,1,20230112
2022,11,21,吉利,115497,1,20230112
2022,11,3,北汽,73064,1,20230112
2022,11,90,特斯拉,62070,1,20230112
2022,11,17,华晨,55357,1,20230112
2022,11,31,奇瑞,51507,1,20230112
2022,11,7,长城,51126,1,20230112
2022,11,312,合众汽车,15885,1,20230112
2022,11,693,理想,15587,1,20230112
2022,11,13,丰田,14954,1,20230112
2022,11,332,蔚来汽车,14153,1,20230112
2022,11,11,大众,12653,1,20230112
2022,11,10,梅赛德斯-奔驰,11872,1,20230112
2022,11,2,宝马,11438,1,20230112
2022,11,633,金康,11066,1,20230112
2022,11,653,零跑汽车,8844,2,20230112
2022,11,20,江淮,5879,2,20230112
2022,11,352,小鹏汽车,5814,2,20230112
2022,11,22,江铃,2695,2,20230112
2022,11,40,塔塔,2554,2,20230112
2022,11,12,福汽,2403,2,20230112
2022,11,1093,吉麦汽车,1127,2,20230112
2022,11,412,威马,1070,2,20230112
2022,11,1013,大运汽车,683,2,20230112
2022,11,33,斯巴鲁,641,2,20230112
2022,11,15,菲亚特,626,2,20230112
2022,11,23,克莱斯勒,582,2,20230112
2022,11,24,力帆,456,2,20230112
2022,11,1073,开沃汽车,406,2,20230112
2022,11,232,御捷,317,2,20230112
2022,11,513,新特汽车,282,2,20230112
2022,11,953,华人运通,260,2,20230112
2022,11,292,天际汽车,252,2,20230112
2022,11,43,现代,238,2,20230112
2022,11,50,中国重汽,202,2,20230112
2022,11,14,福特,201,3,20230112
2022,11,18,海马,139,3,20230112
2022,11,933,雷丁汽车,111,3,20230112
2022,11,753,爱驰汽车,96,3,20230112
2022,11,25,铃木,76,3,20230112
2022,11,32,日产,63,3,20230112
2022,11,38,三菱,46,3,20230112
2022,11,1113,宝能,43,3,20230112
2022,11,112,Prodrive,42,3,20230112
2022,11,121,四川汽车,19,3,20230112
2022,11,41,通用,11,3,20230112
2022,11,593,湖南恒润,11,3,20230112
2022,11,110,迈凯伦,7,3,20230112
2022,11,833,国机智骏,5,3,20230112
2022,11,392,长城华冠,3,3,20230112
2022,11,893,速达电动车,2,3,20230112
2022,11,45,众泰,1,3,20230112
